n_code,year,r,w,age,yob,name,name_if_family,individual,yearofdeath,new,deceased,educ_yrs,self_made,ug_attend,ug_sub,ug_name,ug_dropped,ug_ivy,master,mas_sub,master_name,master_dropped,master_ivy,master2,mas2_sub,master2_name,master2_dropped,master2_ivy,phd,phd_sub,phd_name,phd_dropped,phd_ivy,honoraryphd,source_code,graduate,dr,newyr
8,2013,,,67,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,,0
8,2005,283,1.2,59,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,,1
8,2004,,,58,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,,
8,2010,205,1.9,64,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,12,0
8,2014,,,68,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,,0
8,2011,359,1.2,65,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,154,0
8,2008,187,2.4000001,62,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,-52,0
8,2012,,,66,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,,0
8,2009,193,1.85,63,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,6,0
8,2006,242,1.5,60,1946,Alan I Casden,,1,,1,0,18,1,1,Accounting,University of Southern California,0,0,1,Business,University of Souther California,0,0,0,,,0,0,0,,,0,0,0,Real_Estate_and_Construction,1,-41,0
9,2010,217,1.85,93,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,5,0
9,2008,246,1.9,91,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,-15,0
9,2009,212,1.65,92,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,-34,0
9,2005,258,1.3,88,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,55,0
9,2012,229,2.0999999,95,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,-34,0
9,2011,263,1.7,94,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,46,0
9,2006,215,1.6,89,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,-43,0
9,2004,203,1.4,87,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,,
9,2015,,,,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,,0
9,2013,,,,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,,0
9,2007,261,1.9,90,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,46,0
9,2014,,,,1917,Albert Lee Ueltschi,,1,2012,0,1,13,1,1,,University of Kentucky,1,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Other_Services,0,,0
10,2011,,,70,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2014,,,73,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2015,,,74,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2007,,,66,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2012,,,71,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2005,,,64,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2006,,,65,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2009,,,68,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2013,,,72,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2010,,,69,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2008,,,67,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,0
10,2004,327,.94999999,63,1941,Alberto Vilar,,1,,0,0,18,1,1,Economics,Washington & Jefferson College,0,0,1,Economics,Iona College,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,1,,
11,2009,220,1.6,56,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,-42,0
11,2015,327,2.0999999,62,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,25,0
11,2011,227,1.9,58,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,-11,0
11,2014,302,2.0999999,61,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,29,0
11,2012,250,1.9,59,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,23,0
11,2004,215,1.3,51,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,,
11,2005,283,1.2,52,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,68,0
11,2006,322,1.2,53,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,39,0
11,2010,238,1.7,57,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,18,0
11,2013,273,2,60,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,23,0
11,2007,317,1.5,54,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,-5,0
11,2008,262,1.8,55,1953,Alec Gores,,1,,0,0,16,1,1,Computer Science,Western Michigan University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Technology_Telecom,0,-55,0
12,2004,,,27,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,
12,2008,,,31,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,0
12,2005,,,28,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,0
12,2007,,,30,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,0
12,2011,,,34,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,0
12,2013,,,36,1977,Alejandro Santo Domingo,,1,,1,0,16,0,1,History,Harvard University,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,Food_and_Beverage,0,,0
